16857	17751
30266	31109
34553	36081
35244	36073
36272	50281
79413	80968
89294	120932
89550	91105
92229	129217
110952	129173
120724	133723
129080	133566
129652	130202
132670	136694
137681	137965
137838	139228
138141	140339
141473	149707
142807	146831
146385	173862
146392	151388
150308	151388
154267	163727
155751	158630
160445	161525
164404	173864
165888	168767
266034	268040
266104	297502
266360	297502
287516	289370
347981	348366
357382	359681
358856	365704
358904	365396
360056	366052
365388	366120
365394	368450
365614	379972
368993	375841
369008	375647
373181	485208
378831	389626
407634	409268
439869	440232
476530	489710
485065	499175
494875	499175
494883	495953
495822	495992
495833	495993
497105	498976
497274	498976
497278	498976
498154	499175
498280	499175
498290	501607
498983	588453
586832	588026
587628	594768
587667	594574
588858	594374
594452	595217
594458	597498
601435	720200
617242	618872
627376	629010
627379	629009
629061	629433
629080	629886
629651	629886
629652	629886
629653	629886
629654	629886
629655	629886
629656	629886
629657	629886
629658	629886
629659	629886
629660	629886
629661	629886
629662	629886
629663	629886
629664	629886
629665	629886
629666	629886
629667	629886
629668	629886
629670	629886
629671	629886
629672	629886
629673	629886
629674	629886
629676	629886
629677	629886
629678	629886
629679	629886
629680	629886
629681	629886
629682	629886
629684	629886
629685	629886
629686	629886
629688	629886
629689	629886
629690	629886
629691	629886
629692	629886
629693	629886
629695	629886
629696	629886
629697	629886
629698	629886
629699	629886
629700	629886
629701	629886
629702	629886
629703	629886
629704	630002
629752	630002
629755	631393
631142	631393
631143	631393
631144	631393
631145	631393
631146	631393
631147	631393
631148	631393
631149	631393
631150	631393
631151	631393
631152	631393
631153	631393
631154	631393
631155	631393
631156	631393
631157	631393
631159	631393
631160	631393
631161	631393
631162	631393
631164	631393
631165	631393
631166	631393
631167	631393
631169	631393
631173	631393
631174	631393
631175	631393
631176	631393
631177	631393
631178	631393
631180	631393
631181	631393
631184	631393
631185	631393
631186	631393
631187	631393
631188	631393
631189	631393
631190	631393
631193	631393
631194	631393
631195	631393
631196	631393
631197	631393
631198	631393
631199	631393
631200	631393
631201	631393
631202	631393
631203	631393
631204	631393
631205	631393
631206	631393
631207	631393
631208	631393
631209	631394
631210	631393
631211	632304
632109	632304
632110	632304
632111	632304
632112	632304
632113	632304
632114	632304
632117	632304
632119	632304
632120	632304
632121	632304
632124	632304
632126	632304
632127	632304
632128	632304
632129	632304
632130	632304
632131	632304
632132	632304
632134	632304
632135	632304
632136	632304
632137	632304
632138	632304
632139	632304
632141	632304
632142	632304
632143	632304
632146	632304
632147	632304
632148	632304
632149	633463
632769	633463
632774	633741
633765	634924
701935	720150
703684	720194
711341	720200
711714	724707
720057	724550
729288	738901
731675	739879
732116	753814
749312	751852
750773	761989
764856	779999
781225	781404
784369	784631
786744	787892
788586	788765
789255	789469
789875	790022
790180	790394
790211	790422
790216	790384
790240	790450
790243	790457
796412	796563
797186	797432
797738	797901
797968	798218
799751	799914
799867	800316
801923	802117
802403	802610
804310	804530
804877	805040
805069	807222
809277	809441
827622	829034
827649	829077
827695	829082
827746	830739
831544	831730
831547	831733
832132	832284
832231	832446
832268	832444
832407	832562
832443	832694
833205	833378
833207	833380
835123	835336
835271	835441
835291	835541
835325	835576
835495	835671
835573	835797
835656	837939
838173	838346
838181	838431
838385	838768
838619	838771
838932	839310
839591	839812
839599	839849
839679	842477
844017	844180
845511	845757
845560	845809
846130	846283
846974	847224
847072	847322
847542	847785
847606	847804
847627	847877
847703	847953
847741	851979
847779	848029
847855	848105
850045	850280
850062	850312
852052	852432
852294	852538
852310	852539
852319	852539
852988	853153
853897	854048
853918	854096
853926	854104
853929	854174
853967	854217
854018	854198
854024	854726
854531	854781
854712	855066
855449	855604
855590	855826
855634	855884
855819	856065
855821	856071
856180	856430
856202	856451
856261	856512
856262	856513
856883	857132
856905	857264
857015	857264
857072	857427
857220	857427
857241	857491
857244	857494
857246	857496
857308	857493
857313	857498
857468	857623
858128	1256335
1314135	1315141
1374437	1398287
1398276	1398287
1402159	1405752
1405460	1405752
1562345	1564524
1644835	1645114
1659324	1662602
1661772	1662602
1673274	1674397
1724511	1735973
1724614	1731904
1727679	1735975
1732553	1735975
1884160	1887199
2245196	2245484
